Software Name,Amit's Notes,Version ,Software Classification,Operating system,Self service,Licenses Required,GITSC Ticket number,Remarks,Category,Application Lead,Software Manufacturer,Packaged,OSD,Core O/S - Technical,Vulnerable,Approved date,Scanned date,Additional action,Action Details,GIS Reco Action,Comment ,Resource,Sarah's comment,,Tanium Name,Tanium Vendor,Tanium version,Defender Name,Defender Vendor,Dedender Lastest version,,WS1 Hub,WCS Managed Group Name,Comment,Exception based,Assignment Mode,Pushed Globally,Visible in HUB (Self Service),OLD License Required,To be checked,,Software name + Version,Publisher updated,Publisher on Oomnitza list review,Feedback,Software name to be loaded in Oomnitza,Version to be loaded in Oomintza,Final Software name,Final Version
Jet Brains PyCharm Professional,,2023.3.3,Grey List,Windows OS,,Locally management,SR-472166,,Analytics,Tommy Thomas,JetBrains,,,,,3/6/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prezi Video Presentation Software,,x64-4.15.6.0,Grey List,Windows OS,,Locally management,42416473,,Legal,"Manoj Nair
",Prezi,No,,,,9/15/2022,,,,,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,Prezi Video Presentation Software x64-4.15.6.0 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ImagePrinterPro,,5.6.2.0,Grey List,Windows OS,,Locally management,42424799,,Supply Chain,"Nicola Rautenbach",code-industry.net,No,,,,9/15/2022,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,ImagePrinterPro 5.6.2.0 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
iAccess Time Studio,,1.0196,Grey List,Windows OS,,Locally management,42426087,,GISSO ESC - Infrastructure,"Patty Vollmar",www.iaccess.eu,No,,,,9/15/2022,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,iAccess Time Studio 1.0196 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Mettler-Toledo EasyDirect pH,,1.3.0.18,Grey List,Windows OS,,Locally management,42425370,,Supply Chain,Nicola Rautenbach,Mettler Toledo,No,No,,,9/15/2022,,,,,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,Mettler-Toledo EasyDirect pH 1.3.0.18 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Mettler Toledo ProdX Inspect,,2.5,Grey List,Windows OS,,Locally management,SR-108160,,Supply Chain,Nicola Rautenbach,Mettler Toledo,No,No,,,6/2/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zetasizer,,7.13,Grey List,Windows OS,,Locally management,42427446,,Global Technology (R&D),"Bill Bessette",malvernpanalytical,No,,,,9/15/2022,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,Zetasizer 7.13 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Matricon OPC Explorer,,5.4.0.0,Grey List,Windows OS,,Locally management,42412696,,Supply Chain,Nicola Rautenbach,Matricon OPC,No,,,,9/15/2022,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,Matricon OPC Explorer 5.4.0.0 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Adobe LiveCycle Designer For SAP,,11.0.9.20220218.1.20,Green List,Windows OS,,Freeware,42411017,Included in the SAP global licenses,Customer Development,Aravind Tula,SAP,No,,,,9/15/2022,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,Adobe LiveCycle Designer For SAP 11.0.9.20220218.1.20 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
WDMS,,9.0.4,Grey List,Windows OS,,Locally management,42382681,,Supply Chain,Nicola Rautenbach,Smart Infocom,No,,,,9/15/2022,,,,,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,WDMS 9.0.4 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Ecosar,,2.2,Grey List,Windows OS,,Locally management,42403515,,Supply Chain,Simon Kendall,EPA GOV,,,,,9/15/2022,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,Ecosar 2.2 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Saveris Professional, Testo SE & Co. KGaA",,4.3 build 868,Grey List,Windows OS,,Locally management,#SR-100619,,Supply Chain,Aditya Agarwal,Testo,No,No,,,6/12/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPUS,,8.7,Grey List,Windows OS,,Locally management,42423024,,Global Technology (R&D),"Bill Bessette",Bruker,No,,,,9/16/2022,,,,,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,OPUS 8.7 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OPUS,,8.8.4,Grey List,Windows OS,,Locally management,SR-397700,,Global Technology (R&D),"Bill Bessette",Bruker,No,No,,,12/1/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MaxPro VMS,,6.7,Grey List,Windows OS,,Locally management,42348055,,Supply Chain,Randy Ramirez,Honeywell,Yes,No,,,9/16/2022,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,MaxPro VMS 6.7 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Automation Engine,,2207,Grey List,Windows OS,,Locally management,42410104,,Global Technology (R&D),Matt Rodman,ESKO,No,,,,9/18/2022,,,,,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,Automation Engine 2207 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Imagine Engine,,2207,Grey List,Windows OS,,Locally management,42410105,,Global Technology (R&D),Matt Rodman,ESKO,No,,,,9/18/2022,,,,,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,Imagine Engine 2207 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Imagine Engine,,23.11,Grey List,Mac OS,,Locally management,SR-419614,,Global Technology (R&D),Matt Rodman,ESKO,No,,,,1/10/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZCA_Sign,,v4.0,Grey List,Windows OS,,Locally management,42421973,,Customer Development,"Reena Jose
",SZCA,No,,,,9/19/2022,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,SZCA_Sign v4.0 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Color iQC-iMatch,,v10.6.2.3,Grey List,Windows OS,,Locally management,42399636,,Supply Chain,Nicola Rautenbach,X-Rite,No,,,,9/18/2022,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,Color iQC-iMatch v10.6.2.3 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FTT System,,4.2.3,Grey List,Windows OS,,Locally management,42425932,,Global Technology (R&D),Bill Bessette,SDL Atlas,No,,,,9/20/2022,,,,,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,FTT System 4.2.3 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Xmind,,2023,Grey List,Mac OS,,Locally management,SR-114988,,SAM,itsam@colpal.com,"Xmind Ltd",No,No,,,5/24/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xerox Desktop Print Experience,,6,Grey List,Windows OS,,Locally management,42427934,,Marketing,Melinda Popescu,Xerox,No,,,,9/19/2022,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,Xerox Desktop Print Experience 6 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Microsoft Edge Browser,,104.0.1293.47,Grey List,Mac OS,,Locally management,42414747,,Customer Development,"Reena Jose
",Microsoft,No,,,,9/20/2022,,,,,,,,,,,,,,,,,,,,,,,License not required ,Yes,,Microsoft Edge Browser 104.0.1293.47 Mac OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Prezi Video,,2.12.0,Grey List,Mac OS,,Locally management,42420674,,Legal,"Manoj Nair",Prezi,No,,,,9/26/2022,,,,,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,Prezi Video 2.12.0 Mac OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Digipass Nativebridge,,"2.8.2
",Grey List,Windows OS,,Locally management,42427373,,Finance,"Nirmala Iyer",onespan,No,,,,9/26/2022,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,"Digipass Nativebridge 2.8.2
 Windows OS",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Remote Desktop Connection Manager ,,2.9,Grey List,Windows OS,,Locally management,42429939,,W&CS E2E,"Ganesh Sankararaman",Microsoft,No,,,,9/26/2022,,,,,,,,,,,,,,,,,,,,,,,License not required ,Yes,,Remote Desktop Connection Manager  2.9 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Bloomberg Office Tools,,Sept 2022,Grey List,Windows OS,,Locally management,42430124,,Finance,Anne-Marie Fitzpatrick,Bloomberg,No,No,,,9/26/2022,,,,,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,Bloomberg Office Tools Sept 2022 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Microsoft VS Code,,10.15+,Green List,Mac OS,,Freeware,SR-332695,,eCommerce,"Simone Jackson
",Microsoft,No,No,,,11/14/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoLOS,,6.3.7,Grey List,Windows OS,,Locally management,42424792,,Supply Chain,Nicola Rautenbach,"Markem-Imaje",No,,,,9/28/2022,,,,,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,CoLOS 6.3.7 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CoLOS,,6.2.11,Grey List,Windows OS,,Locally management,42424790,,Supply Chain,Nicola Rautenbach,"Markem-Imaje",No,,,,9/28/2022,,,,,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,CoLOS 6.2.11 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
WeChat Developer Tools,,1.06,Green List,Mac OS,,Freeware,SR-114994,Ok,Collaboration,Leo Xiao,Tencent,No,,,,5/29/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SQL Server Management Studio
(Only freeware if you have SQL license with SA) ",,19.1,Green List,Windows OS,,Freeware,#SR-246424,Ask user to confirm if this will be used to connect to a licensed SQL server or a server using SQL Express: as these are the approved cases to install this software as free,SAM,itsam@colpal.com,Microsoft,WIP,No,,,8/29/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coLOS control,,5.4,Grey List,Windows OS,,Locally management,126118,,Supply Chain,Nicola Rautenbach,"Markem-Imaje",No,No,,,5/26/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coLOS create,,6.2,Grey List,Windows OS,,Locally management,126118,,Supply Chain,Nicola Rautenbach,"Markem-Imaje",No,No,,,5/26/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OpenOffice Calc
",,4.1.11,Grey List,Windows OS,,Locally management,42343939,,Conn. Health - DTC,"Matthew Ramsey",Apache,,,,,9/30/2022,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,"OpenOffice Calc
 4.1.11 Windows OS",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ZXP Installer,,1.6.5,Grey List,Mac OS,,Locally management,42292637,,Corporate Communications,"Jim Arcure
",aescripts + aeplugins,No,,,,10/5/2022,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,ZXP Installer 1.6.5 Mac OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Screaming Frog SEO Spider,,19.8,Grey List,Windows OS,,Centrally management,SR-522585,,Marketing,Jon Schultheiss / Christopher Bardi,Screaming Frog,No,,,,4/29/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EV Standard,,3,Grey List,Windows OS,,Locally management,42415159,,Supply Chain,Francisco Ramos,,No,,,,10/6/2022,,,,,,,,,,,,,,,,,,,,,,,License not required ,,,EV Standard 3 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Screaming Frog SEO Spider,,19.4,Grey List,Windows OS,,Centrally management,SR-501976,,Marketing,Jon Schultheiss / Christopher Bardi,Screaming Frog,WIP,,,,4/30/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eclipse,,"2022-09 R
",Green List,Mac OS,,Freeware,42431534,Ok,Customer Development,Reena Jose,"https://www.eclipse.org",No,,,,10/9/2022,,,,,,,,,,,,,,,,,,,,,,,,,,"Eclipse 2022-09 R
 Mac OS",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
WeChat,,"3.5.5",Green List,Mac OS,,Freeware,42433881,Ok,Marketing,"Sudhakar Mane
","https://mac.weixin.qq.com/?lang=en",No,No,,,10/9/2022,,,,,,,,,,,,,,,,,,,,,,,,,,"WeChat 3.5.5 Mac OS",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SITA-Foamlab Tester(Expert) ,,3.0.2,Grey List,Windows OS,,Freeware,42435099,To be checked by SAM,Global Technology (R&D),Bill Bessette,https://www.sita-lab.com/products/sita-foamtester/,No,,,,10/10/2022,,,,,,,,,,,,,,,,,,,,,,,,,,SITA-Foamlab Tester(Expert)  3.0.2 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SITA-FoamLab,,3.1.7,Grey List,Windows OS,,Locally management,SR-282351,,Global Technology (R&D),Matthew Rodman,SITA Messtechnik,No,No,,,10/5/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HVR,,"hvr-5.7.0_30-macos-x64-64bit_ga_patch",Grey List,Mac OS,,Locally management,42438440,To be checked by SAM,Global Technology (R&D),Bill Bessette,"https://fivetran.com",No,,,,10/10/2022,,,,,,,,,,,,,,,,,,,,,,,,,,"HVR hvr-5.7.0_30-macos-x64-64bit_ga_patch Mac OS",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SOAP UI,,5.7,Green List,Mac OS,,Freeware,42438539,"OK, OS",Customer Development,"Sulbha Rane
",soapui.org,No,,,,10/10/2022,,,,,,,,,,,,,,,,,,,,,,,,,,SOAP UI 5.7 Mac OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Yonyou U8+,,15,Grey List,Windows OS,,Locally management,42036034,,Finance,Vijayalakshmi Chandrashekar,YonYou,No,No,,Pending,4/12/2020,,,,no review comment,,,,,,,,,,,,,,,,,,,Site restricted licensing,,,Yonyou U8+ 15 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Kriptonita,,3,Grey List,Windows OS,,Freeware,42435971,To be checked by SAM,Legal,Simon Kendall,fsf.org,No,,,,10/10/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Kriptonita 3 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Log4view,,12.5.8.0,Grey List,Windows OS,,Freeware,42432198,To be checked by SAM,Supply Chain,"Nicola Rautenbach","https://www.log4view.de/",No,,,,10/10/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Log4view 12.5.8.0 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TRIOS Software,,5.5.1.5,Grey List,Windows OS,,Locally management,42438216,,Global Technology (R&D),Bill Bessette,Waters Technologies Ireland Ltd,No,,,,10/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,TRIOS Software 5.5.1.5 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Navisworks,,2023,Grey List,Windows OS,,Centrally management,42428979,,Supply Chain,Norris MClean,Autodesk,Yes,,,,10/13/2022,,,,,,,,,,,,,,,,Yes,"APP - Product Design & Manufacturing Collection 2022 - Users - WIN/
APP - Architecture Engineering & Construction Collection 2022 - Users - WIN",,Group managed,OnDemand,No,No,,,,Navisworks 2023 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"VT STUIDO",,7.1,Grey List,Windows OS,,Locally management,42429829,,Supply Chain,"Nicola Rautenbach",Keyence,No,,,,10/17/2022,,,,,,,,,,,,,,,,,,,,,,,,,,"VT STUIDO 7.1 Windows OS",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Aveva Historian Client,,2020 R2 SP1,Grey List,Windows OS,,Locally management,42436552,,Supply Chain,Francisco Ramos,aveva,No,,,,10/18/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Aveva Historian Client 2020 R2 SP1 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PreForm,,"3.19.1",Green List,Windows OS,,Freeware,42441376,To be checked by SAM,Global Technology (R&D),"Bill Bessette","Formlabs",No,,,,10/21/2022,,,,,,,,,,,,,,,,,,,,,,,,,,"PreForm 3.19.1 Windows OS",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Creo Parametric
",,8.0.1.0,Grey List,Windows OS,,Locally management,42441324,,Global Technology (R&D),"Bill Bessette
",PTC,No,,,,10/21/2022,,,,,,,,,,,,,,,,,,,,,,,,,,"Creo Parametric
 8.0.1.0 Windows OS",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"OpenCV",,"4.6.0",Grey List,Mac OS,,Freeware,42438115,To be checked by SAM,Global Technology (R&D),"Bill Bessette",Intel,No,,,,10/27/2022,,,,,,,,,,,,,,,,,,,,,,,,,,"OpenCV 4.6.0 Mac OS",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
XLSTAT,,2023,Grey List,Windows OS,,Locally management,SR-426070,,Global Technology (R&D),"Bill Bessette",Addinsoft,No,,,,1/10/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Powershape ultimate,,2021,Grey List,Windows OS,,Locally management,42439986,,Supply Chain,"Francisco Ramos
",https://www.autodesk.com/products/powershape/overview,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Powershape ultimate 2021 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Screenflow,,10.0.10,Grey List,Mac OS,,Locally management,SR-560700,,Corporate Communications,"Jim Arcure
",Telestream,No,No,,,5/22/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PowerMILL standard 2022,,2022,Grey List,Windows OS,,Locally management,42440516,,Supply Chain,Francisco Ramos,Autodesk,No,,,,10/31/2022,,,,,,,,,,,,,,,,,,,,,,,,,,PowerMILL standard 2022 2022 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Vision (Metrohm),,4.1,Grey List,Windows OS,,Locally management,42094455,,Supply Chain,Francisco Ramos,Metrohm,No,No,,Pending,7/29/2020,,,,,,,,,,,,,,,,,,,,,,,,,,Vision (Metrohm) 4.1 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
WS_FTP Professional,,12.9,Grey List,Windows OS,,Centrally management,SR-271233,,HR & Training,itsam@colpal.com,Progress Software,Yes,No,,,9/21/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinet Process Innovator,,10.0.7,Grey List,Windows OS,,Locally management,SR-472991,,Supply Chain,Francisco Ramos,Epcon,No,,,,3/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lighthouse for MAX,,6.5,Grey List,Windows OS,,Locally management,42449940,,Supply Chain,Nicola Rautenbach,Lighthouse Europe B.V,No,,,,11/4/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Lighthouse for MAX 6.5 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lighthouse for MAX,,10,Grey List,Windows OS,,Locally management,SR-468556,,Supply Chain,Nicola Rautenbach,Lighthouse Europe B.V.,No,,,,2/27/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WinISI,,4.1O,Grey List,Windows OS,,Locally management,42451557,,Supply Chain,Francisco Ramos,Foss,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WinISI 4.1O Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ProWatch,,5.0.0.12042,Grey List,Windows OS,,Locally management,42327409,,Application Architecture - Portal - HANA,Tommy Thomas,Honeywell,Yes,No,,,11/6/2022,,,,,,,,,,,,,,,,Yes,APP - ProWatch 5.0.0.12042 - Users - WIN,,Group managed,OnDemand,No,No,,,,ProWatch 5.0.0.12042 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AvPKISetup2,,5.0.3,Grey List,Windows OS,,Locally management,42384827,,Finance,Anne-Marie Fitzpatrick,AVEST,No,,,,11/9/2022,,,,,,,,,,,,,,,,,,,,,,,,,,AvPKISetup2 5.0.3 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Chromium-Gost Browser,,103.0.5060,Grey List,Windows OS,,Locally management,42426691,,Finance - Regulatory,Nirmala Iyer,CRYPTO-PRO LLC,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chromium-Gost Browser 103.0.5060 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Logpro ,,3.7,Grey List,Windows OS,,Freeware,42449888,To be checked by SAM,Supply Chain,"Nicola Rautenbach",www.wch-ic.com,No,,,,11/14/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Logpro  3.7 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
X Code,,14.0.1,Green List,Mac OS,,Freeware,42435053,Ok,Conn. Health - DTC,Kris O'Brien,Apple,No,,,,11/14/2022,,,,,,,,,,,,,,,,,,,,,,,,,,X Code 14.0.1 Mac OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Easy banking business for windows,,BNPPF_PCbP_EN_64.msi,Green List,Windows OS,,Freeware,42452840,Ok,Finance,Anne-Marie Fitzpatrick,BNP PARIBAS FORTIS,No,,,,11/14/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Easy banking business for windows BNPPF_PCbP_EN_64.msi Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
H3R,,3.3.2.2,Grey List,Windows OS,,Freeware,42440287,To be checked by SAM,GIT Collaboration,Patty Vollmar,Bettinivideo,No,,,,11/14/2022,,,,,,,,,,,,,,,,,,,,,,,,,,H3R 3.3.2.2 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SCAN HRMS Client,,8.66.002,Grey List,Windows OS,,Freeware,42445746,To be checked by SAM,W&CS ISM,Patty Vollmar,Epsilon NET,No,,,,11/18/2022,,,,,,,,,,,,,,,,,,,,,,,,,,SCAN HRMS Client 8.66.002 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DBeaver Community Edition,,22.2.4,Grey List,Windows OS,,Freeware,42457070,To be checked by SAM,Supply Chain,Nicola Rautenbach,DBeaver,No,,,,11/18/2022,,,,,,,,,,,,,,,,,,,,,,,,,,DBeaver Community Edition 22.2.4 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ShipExec Scale,,6,Grey List,Windows OS,,Locally management,42450316,,Supply Chain,Francisco Ramos,Ups.com,No,,,,11/18/2022,,,,,,,,,,,,,,,,,,,,,,,,,,ShipExec Scale 6 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"cardPresso
",,XS,Grey List,Windows OS,,Locally management,42440190,,Supply Chain,Nicola Rautenbach,cardPresso,No,,,,11/21/2022,,,,,,,,,,,,,,,,,,,,,,,,,,"cardPresso
 XS Windows OS",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
VNC Viewer,,6.22,Grey List,Windows OS,,Locally management,42457072,,Supply Chain,Nicola Rautenbach,RealVNC,No,,,,11/21/2022,,,,,,,,,,,,,,,,,,,,,,,,,,VNC Viewer 6.22 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Ignition Vision Designer,,8.1.22,Grey List,Windows OS,,Locally management,42457049,Re-scanned on 5/8/2024,Supply Chain,Nicola Rautenbach,Inductive Automation,No,,,,5/8/2024,,,,,,,,,,,,,,,,,,,,,,,,,,Ignition Vision Designer 8.1.22 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Cisco Jabber,,14.1.3,Green List,Mac OS,,Centrally management,42457880,,GISSO Unified Communications,James Wilson,Cisco Systems,No,,,,11/21/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Cisco Jabber 14.1.3 Mac OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SEPView,,6.4,Grey List,Windows OS,,Locally management,SR-552452,,Global Technology (R&D),Frank Peake,LUM GmbH,No,,,,5/22/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Microsoft Visio LTSC Professional 2021
",,2021,Grey List,Windows OS,,Locally management,42455044,,Supply Chain,"Nicola Rautenbach
",Microsoft,Yes,,,,11/21/2022,,,,,,,,,,,,,,,,Yes,APP - Microsoft Visio 2021 PRO 32bit (matchOS) - Users - WIN,,Group Managed,OnDemand,No,No,,,,"Microsoft Visio LTSC Professional 2021
 2021 Windows OS",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Zen,,3.4,Grey List,Windows OS,,Locally management,42445217,,Supply Chain,"Nicola Rautenbach
","Carl Zeiss Microscopy",No,,,,11/29/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Zen 3.4 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
HOGART,,1.4.2.0,Grey List,Windows OS,,Locally management,42451167,,Supply Chain,"Nicola Rautenbach
",HOGART,No,,,,11/29/2022,,,,,,,,,,,,,,,,,,,,,,,,,,HOGART 1.4.2.0 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OPTIest,,2022.1.2,Grey List,Windows OS,,Locally management,42440347,,Supply Chain,"Nicola Rautenbach
",OPTIDATA,No,,,,11/29/2022,,,,,,,,,,,,,,,,,,,,,,,,,,OPTIest 2022.1.2 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SpyderX,,5.9,Grey List,Windows OS,,Locally management,42457629,,Global Technology (R&D),"Frank Peake",DataColor,No,,,,11/29/2022,,,,,,,,,,,,,,,,,,,,,,,,,,SpyderX 5.9 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"eXact Manager for PC
",,1_7_3834_pc,Grey List,Windows OS,,Locally management,42457232,,Supply Chain,"Francisco Ramos",xrite.com,No,,,,11/29/2022,,,,,,,,,,,,,,,,,,,,,,,,,,"eXact Manager for PC
 1_7_3834_pc Windows OS",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Cordless Scan to Connect Utility,,4.02.0006,Green List,Windows OS,,Freeware,42374581,To be checked by SAM,Global Technology (R&D),Matt Rodman,Zebra,Yes,,,,,,,,,,,,,,,,,,,,Yes,N/A,,,On Demand,No,Yes,,,,Cordless Scan to Connect Utility 4.02.0006 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MiniTest 7400FH,,04/2021,Grey List,Windows OS,,Freeware,42437150,To be checked by SAM,Supply Chain,Francisco Ramos,Elektro Physik,No,,,,11/30/2022,,,,,,,,,,,,,,,,,,,,,,,,,,MiniTest 7400FH 44287 Windows OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
